Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
6,5,4,6,1312,3,1,1,0,1
5,4,5,5,1293,2,2,0,0,1
3,1,3,2,4972,0,2,1,0,0
4,2,4,9,4588,1,1,2,0,1
5,4,3,10,5527,4,1,2,1,0
3,1,3,7,5588,1,1,1,1,0
4,1,4,57,3880,0,1,1,0,1
4,4,5,21,1727,0,1,0,1,1
4,5,3,19,2392,1,3,0,0,1
6,2,5,10,1607,2,1,1,0,1
6,3,4,5,1708,1,1,2,0,0
5,1,5,10,1373,0,1,0,1,1
5,3,4,5,5915,2,1,0,1,1
3,2,10,1,4303,1,1,0,1,0
5,4,2,4,4380,3,2,1,1,1
4,5,2,2,4686,1,1,0,0,1
3,2,8,50,3562,2,1,0,0,1
4,3,3,7,5718,3,3,0,1,0
5,2,5,2,1022,4,1,0,0,0
6,2,5,3,1586,0,1,1,0,0
4,1,5,5,5253,0,2,1,1,0
4,5,3,1,5043,1,1,0,0,1
4,2,6,9,4879,4,1,1,0,0
5,5,6,10,1711,0,3,1,0,0
5,3,3,37,2294,4,3,0,1,1
4,2,3,10,4721,1,1,1,1,0
3,2,3,56,1136,0,1,0,0,1
3,4,3,41,2042,3,1,0,0,1
4,1,3,7,4933,3,1,1,1,1
4,1,3,4,4745,0,3,0,0,0
4,2,2,3,4299,0,1,0,1,0
5,1,8,7,5437,4,1,1,1,0
5,1,2,3,5682,1,1,0,0,1
5,1,5,4,1308,4,1,0,1,0
4,3,5,10,1067,0,1,0,0,1
5,5,2,10,4255,1,1,1,1,1
4,2,3,30,1076,0,1,2,0,1
3,3,3,8,4199,0,3,0,0,0
2,2,2,34,1575,3,1,1,1,1
4,3,6,8,1123,0,3,1,1,1
3,1,3,10,4341,2,1,1,1,1
3,5,3,43,1282,4,1,0,1,1
5,5,5,54,1511,2,3,2,0,1
5,1,3,7,4466,3,1,1,1,1
4,3,3,7,2538,3,1,0,0,1
4,3,3,39,2213,2,1,0,0,1
2,5,3,27,1233,1,1,0,0,1
4,2,2,9,4937,1,2,1,0,0
2,5,2,5,5164,3,2,0,0,1
5,2,3,5,4725,1,1,0,0,0
4,4,4,5,5038,4,1,0,1,0
4,2,3,10,5632,1,3,0,1,0
4,4,3,8,4066,0,2,1,0,1
3,4,3,7,5400,0,3,0,0,0
4,4,3,36,2111,3,1,0,0,1
5,4,4,8,1220,0,1,1,1,0
4,4,3,13,1402,2,1,0,1,1
4,1,3,7,4083,0,3,1,0,1
4,4,3,7,4683,3,2,0,1,0
3,3,3,1,4647,4,1,2,1,0
5,5,5,5,4303,0,3,0,1,1
4,2,10,4,4696,0,1,1,0,1
3,4,3,8,4274,1,1,0,1,1
4,2,2,16,1014,1,1,0,1,1
3,4,4,56,1408,3,1,0,0,1
3,4,2,4,5926,4,1,0,1,0
5,2,4,59,2885,2,1,0,0,1
3,2,3,33,3335,0,1,0,0,1
2,1,2,8,4323,2,1,0,1,0
3,2,3,1,5825,1,1,0,1,0
3,5,2,1,5940,0,1,1,1,1
2,4,2,2,5138,1,1,1,0,0
4,2,2,10,5580,3,1,0,0,0
5,1,6,2,1876,0,1,0,0,0
3,3,5,61,1452,2,1,1,1,1
4,5,2,4,4433,2,3,0,0,0
3,3,4,3,5944,0,1,1,0,1
4,3,4,40,3106,3,1,1,1,1
3,4,2,4,1442,4,1,1,0,1
6,4,4,1,1179,4,1,1,0,1
3,4,3,8,1567,2,2,1,0,1
3,3,3,6,5288,4,1,1,1,1
6,2,4,2,1149,4,1,1,1,1
6,1,4,6,1735,4,1,1,1,1
4,3,3,4,4867,0,1,1,0,1
6,4,2,9,5972,0,3,0,0,0
5,1,3,47,2657,0,1,0,0,1
6,2,4,7,1181,3,2,0,0,1
5,2,3,4,4323,3,1,0,1,0
3,4,3,1,5959,3,2,0,0,1
3,1,2,1,5931,0,3,1,0,0
5,2,2,23,3962,1,2,1,1,1
3,2,2,3,4442,4,1,1,1,1
4,5,3,59,2083,3,1,0,0,1
2,2,2,9,4318,0,1,1,0,0
2,4,2,57,1264,4,1,1,0,1
3,1,6,10,4912,0,1,1,1,0
4,1,4,4,4697,4,1,0,0,1
7,5,4,4,1052,0,1,0,1,1
3,5,3,2,4242,1,1,2,0,0
7,2,4,10,1587,0,1,0,0,0
5,1,5,3,1705,1,3,0,0,0
4,1,5,9,5801,1,1,1,1,0
4,1,7,41,2964,0,3,0,1,1
3,5,3,30,1035,0,1,0,0,1
3,5,6,25,2232,3,1,0,0,1
3,1,2,6,5274,3,1,2,1,1
3,2,2,7,5988,3,3,1,1,1
4,1,4,3,1689,1,3,0,1,0
4,3,5,1,1192,4,2,0,1,0
5,2,6,2,1210,0,1,1,1,0
5,5,5,2,1593,0,1,2,0,1
5,2,2,19,1311,0,2,1,1,1
3,4,3,23,1527,1,1,1,1,1
4,1,10,35,1989,4,1,1,1,1
4,3,3,4,6000,4,1,2,0,1
3,4,3,17,1700,0,1,0,1,1
4,5,2,63,3401,0,1,0,1,1
5,1,5,4,1776,0,1,0,1,0
6,2,5,1,1357,3,1,1,1,0
5,5,3,5,4949,1,2,1,1,0
3,2,3,33,2789,4,1,1,1,1
4,3,4,2,4919,1,3,1,0,0
3,5,3,7,4966,2,1,1,0,0
4,4,3,14,3666,0,1,1,0,1
3,2,3,10,4636,1,3,1,1,1
3,1,4,3,4426,0,1,2,0,0
4,1,4,59,2925,2,1,1,1,1
2,4,2,1,4344,0,1,1,1,0
2,4,6,39,3770,3,1,1,0,1
4,4,3,10,4680,0,1,1,1,0
3,4,3,56,3654,4,1,0,1,1
4,5,5,32,1055,1,3,1,0,1
4,5,3,65,2598,0,1,0,0,1
3,3,4,9,4712,0,1,2,1,0
3,2,4,4,4918,0,2,1,0,0
5,3,3,13,1446,4,3,1,0,1
3,3,3,3,2837,0,1,1,1,1
6,2,10,4,4490,0,1,0,0,0
5,3,2,52,3824,4,1,1,1,1
4,3,10,6,4347,0,2,0,0,1
4,2,5,10,1668,0,1,1,1,1
4,3,2,9,4876,0,1,0,1,0
3,5,4,3,4934,1,1,0,0,0
3,3,3,1,4263,0,1,2,1,1
4,5,5,3,1954,1,3,0,0,0
3,1,2,6,1490,2,1,1,0,1
2,1,5,1,4543,4,2,0,0,0
4,2,2,3,4715,2,1,1,1,1
5,5,3,54,1536,0,1,0,1,1
4,3,2,10,5211,0,1,1,0,0
5,3,5,1,1196,1,2,0,0,0
5,1,8,18,3806,1,1,0,0,1
3,3,2,10,5255,4,1,1,1,0
5,4,3,6,4257,2,1,1,1,0
2,5,2,38,3708,1,2,0,1,1
5,2,2,55,1758,0,3,0,0,1
5,5,4,47,3644,0,2,1,0,1
3,4,2,51,1041,1,2,0,1,1
6,2,5,7,1638,2,1,0,1,1
4,1,7,52,1083,2,2,1,0,1
4,5,2,40,1270,0,1,0,1,1
3,4,2,3,4723,2,1,0,1,0
6,4,5,53,3169,1,1,0,0,1
3,3,3,6,1878,0,1,0,0,1
3,1,2,42,1668,2,3,0,1,1
6,5,4,2,1163,4,1,0,0,0
7,2,4,1,1339,1,1,0,1,0
5,2,3,9,5714,2,1,0,0,1
3,4,3,3,2169,2,1,1,1,1
4,1,5,7,5738,0,3,0,0,0
3,2,3,7,5477,2,1,2,0,0
4,3,3,5,4667,4,2,1,0,0
4,4,3,29,2602,0,2,2,1,1
4,3,5,6,1324,4,1,0,1,0
5,2,5,9,1876,3,1,1,0,0
4,5,5,8,4573,4,2,2,1,0
6,1,4,7,1644,3,2,0,0,1
4,2,8,1,4038,3,1,0,0,1
5,4,4,6,4369,0,1,1,1,0
6,5,4,7,1300,3,1,1,1,0
3,1,6,2,1323,3,1,1,1,1
4,3,3,7,4525,0,1,1,0,1
3,2,3,3,4491,0,1,1,0,0
5,5,2,18,1066,3,1,2,0,1
3,1,4,1,4195,3,1,0,1,0
5,2,5,7,1923,0,2,0,0,0
4,3,3,19,2774,4,3,1,0,1
3,3,3,4,3114,0,3,0,1,1
3,5,3,7,4056,1,2,0,0,1
4,3,6,6,1459,1,1,0,1,1
3,1,3,4,4616,3,2,1,1,0
3,1,5,9,1537,0,2,0,1,1
4,1,2,10,1340,1,1,0,1,1
4,2,2,55,3416,3,1,1,1,1
2,4,2,17,1686,0,1,0,0,1
4,5,4,4,1595,0,1,0,0,1
3,2,2,32,1329,0,1,0,1,1
3,1,2,7,5682,0,3,0,1,0
4,2,2,21,1617,2,1,1,1,1
4,2,2,7,4470,2,1,1,1,1
4,5,2,23,2686,4,2,0,1,1
6,1,4,9,1243,1,1,0,1,0
4,5,3,3,4454,0,1,2,1,0
2,4,2,5,4010,2,1,0,0,1
6,4,4,6,1851,1,1,0,0,0
4,1,8,1,4638,3,1,1,1,0
6,4,4,3,1141,2,1,0,1,1
3,5,2,4,5692,0,1,0,0,0
3,4,3,3,4566,2,1,0,0,0
5,2,6,35,1852,0,1,0,1,1
3,3,4,17,1498,2,1,1,0,1
4,4,4,2,5856,2,3,0,0,1
2,2,3,10,4736,2,1,0,0,0
4,4,8,39,1345,0,1,1,0,1
4,1,5,7,5941,0,1,1,0,1
4,4,3,2,5140,4,3,1,1,0
3,3,2,5,4470,1,1,0,1,0
3,4,2,3,4240,4,1,1,1,1
5,2,3,49,3236,4,1,1,1,1
5,2,6,5,5339,2,1,2,1,1
3,5,3,20,2374,0,1,0,1,1
5,5,2,2,5210,0,1,1,1,0
6,1,4,8,1378,0,1,1,1,0
3,5,4,59,1481,3,1,1,0,1
3,4,5,2,4461,4,3,0,1,0
6,3,5,64,1860,1,1,1,0,1
2,3,2,1,5331,3,1,0,0,1
3,5,2,5,5877,2,1,0,0,1
3,5,2,16,1422,0,2,0,0,1
3,5,2,7,4422,0,2,1,0,1
2,3,4,53,1850,0,1,0,0,1
3,3,7,36,3634,3,1,2,0,1
2,3,3,1,5910,2,1,2,1,0
5,5,2,8,4350,0,1,1,1,0
7,3,5,10,1152,0,1,1,1,1
3,1,3,61,1880,2,1,1,1,1
4,3,3,62,2587,3,3,0,0,1
4,1,8,7,5359,4,3,0,0,0
4,1,2,41,1992,4,1,2,0,1
4,2,5,6,1734,0,1,0,1,1
4,5,3,3,5000,0,2,1,1,1
3,1,4,8,5884,4,1,1,0,1
2,5,4,8,4042,0,1,1,1,0
4,4,3,6,4199,2,1,1,0,1
3,2,2,5,5713,0,1,0,1,0
3,3,2,1,5670,0,1,1,0,0
3,2,4,7,4038,0,1,2,0,0
4,2,3,3,5923,1,1,0,1,0
6,3,8,6,5992,2,1,0,0,1
3,5,3,51,3476,4,1,1,0,1
3,2,2,12,1817,0,1,1,0,1
4,1,3,3,5919,3,1,0,0,0
3,4,2,4,4629,2,1,1,0,0
6,4,4,9,1585,2,2,0,1,0
3,3,2,59,3436,3,3,1,0,1
3,5,3,46,1857,0,1,0,1,1
3,1,3,5,5643,0,3,0,0,0
5,3,7,45,3162,2,2,1,0,1
2,4,2,32,1213,0,1,0,0,1
4,1,5,1,5463,2,1,0,0,1
5,2,3,8,3442,0,3,1,1,1
4,1,3,31,3632,1,1,0,1,1
4,1,2,2,5630,4,2,1,1,0
3,1,2,44,1994,1,3,0,0,1
3,4,3,2,1307,4,3,0,0,1
3,2,2,10,4172,0,3,1,0,0
2,1,3,58,1930,4,3,0,1,1
4,4,3,2,4430,3,3,0,0,0
3,1,3,9,5184,0,1,1,1,0
4,1,5,1,5986,4,1,0,0,0
3,5,10,35,1597,1,1,2,0,1
5,5,4,8,1247,4,1,1,0,1
3,5,3,41,3977,2,1,0,0,1
3,1,3,39,3062,3,2,1,1,1
4,4,3,60,2715,0,1,0,1,1
3,5,3,47,2439,3,1,1,0,1
3,5,2,50,2598,0,1,1,0,1
4,2,3,9,5871,0,1,0,0,1
3,1,3,5,5154,0,1,0,1,0
4,2,3,4,2061,4,1,2,1,1
3,3,2,5,4112,0,1,0,1,1
5,2,5,4,4196,4,3,0,0,1
4,1,4,10,5965,0,1,0,1,1
2,5,5,9,5565,4,1,1,0,0
4,2,5,7,4718,0,1,0,1,0
4,1,3,10,5943,4,1,0,0,0
2,1,3,3,5937,3,2,1,1,0
6,3,4,6,4249,0,1,1,0,0
2,4,3,3,5897,3,1,0,1,1
4,1,4,34,1831,0,1,1,0,1
3,1,4,2,5016,4,1,1,1,0
4,4,2,2,5892,4,1,1,0,0
3,3,2,25,3607,0,3,0,1,1
4,2,2,2,1233,1,1,1,0,0
2,5,4,4,5693,0,3,0,0,1
4,2,3,7,5737,0,1,1,0,1
4,2,6,8,5695,1,2,0,0,0
2,5,2,4,4473,2,3,0,1,1
4,1,3,9,1431,0,3,1,1,1
3,1,4,4,4303,0,1,2,1,0
5,1,6,9,1192,4,1,0,0,0
3,3,4,35,1417,0,1,0,0,1
6,4,5,9,4376,4,2,1,1,1
5,5,3,7,4485,2,1,0,0,1
3,2,3,1,5307,0,1,2,1,0
5,5,6,52,2615,3,1,0,0,1
5,1,2,10,3860,0,2,0,0,1
3,4,3,8,5191,0,1,2,1,1
2,1,3,39,1582,4,1,0,0,1
4,4,3,1,5242,2,1,2,0,1
6,2,4,1,1857,3,1,0,1,1
5,3,2,61,3341,0,1,0,0,1
2,1,3,62,2106,2,1,0,1,1
5,3,4,3,5026,2,3,1,0,0
3,4,4,7,1492,4,2,1,0,1
5,3,3,52,3118,1,1,0,0,1
4,2,3,3,4661,4,1,1,0,1
3,3,3,2,4059,2,1,0,1,1
2,3,3,23,1372,3,1,0,0,1
3,2,4,12,2777,3,1,1,0,1
4,2,5,6,1827,0,3,0,1,1
3,5,2,6,4020,1,1,1,0,1
3,4,4,6,5540,3,3,0,0,0
3,4,3,2,4976,0,1,1,1,0
5,3,3,7,4833,1,2,0,1,1
4,1,3,10,4574,4,1,1,0,0
3,5,2,10,2621,0,1,0,0,1
3,4,3,9,5514,0,1,2,0,1
5,1,4,5,1027,0,1,1,1,1
2,3,2,31,2621,0,1,0,0,1
4,4,2,29,2267,0,1,1,1,1
5,4,3,9,5432,4,3,0,1,0
7,1,4,8,1339,2,3,0,0,0
3,3,3,4,4354,0,3,2,0,1
4,2,3,22,1261,4,1,0,1,1
3,1,2,24,3811,4,1,0,1,1
4,4,3,1,5784,0,1,1,1,1
4,1,3,56,3135,0,1,1,0,1
5,3,5,10,1784,1,1,0,1,0
5,1,3,27,2415,0,2,1,1,1
3,3,4,7,2299,3,1,1,1,1
5,4,5,9,1069,1,1,0,1,1
3,3,2,8,5813,0,1,0,1,0
6,2,2,9,5580,2,2,1,1,0
4,2,3,16,2046,4,1,0,1,1
4,5,2,21,3128,4,2,0,0,1
3,1,7,5,4439,3,1,2,1,1
3,1,6,5,3432,0,1,2,1,1
4,3,5,3,1637,3,3,0,0,1
3,2,7,10,4244,1,1,1,1,1
5,5,2,2,4562,2,1,2,0,1
4,3,3,10,5491,1,1,1,0,1
3,4,3,37,2111,1,1,1,0,1
3,4,3,37,3650,4,2,2,0,1
6,3,5,7,1615,0,2,1,0,1
4,3,2,8,5690,1,1,1,0,1
4,2,5,3,1933,1,1,0,1,1
5,1,3,19,3007,1,1,0,0,1
4,5,3,21,1683,2,1,0,0,1
4,5,2,8,5478,4,1,1,1,0
4,2,4,9,4713,1,1,0,0,1
3,2,2,3,4876,0,1,1,0,0
5,4,4,7,4552,0,1,1,1,1
2,5,3,8,4605,0,1,1,1,0
4,1,10,5,5494,0,1,1,0,1
4,5,2,7,5325,4,3,1,0,1
2,5,2,5,4236,1,3,2,1,0
4,5,2,9,5724,3,3,0,0,0
3,1,7,5,4102,3,2,0,1,1
5,1,5,9,1156,3,1,1,1,1
3,3,3,2,4926,1,1,0,0,0
5,2,2,27,3276,0,1,1,1,1
3,3,6,6,4279,2,1,0,0,0
4,1,6,1,4943,1,3,0,1,0
5,3,5,9,1924,0,2,2,1,0
4,5,2,2,4883,2,1,0,1,1
5,2,3,6,4013,3,1,0,1,1
3,4,3,17,1187,0,1,0,1,1
2,2,3,6,4840,0,1,0,1,1
5,3,6,3,1321,1,3,1,0,0
3,4,3,4,4191,1,1,1,1,0
4,5,3,64,3812,0,3,0,0,1
5,1,3,7,5061,0,1,0,0,0
7,3,4,1,1966,3,1,1,1,1
3,1,3,1,5486,4,1,1,1,1
2,1,3,8,6064,3,1,1,0,1
6,4,5,2,4651,0,1,1,1,0
3,2,2,19,2196,0,1,0,1,1
6,3,4,10,5965,1,2,0,0,0
4,2,4,46,1736,1,1,0,0,1
4,4,3,29,3623,0,3,0,1,1
6,5,4,5,1963,2,1,1,1,1
5,2,6,5,1885,3,1,0,1,0
2,4,2,5,5335,0,2,0,1,1
3,5,4,26,1969,4,2,1,1,1
6,3,4,2,1520,0,3,1,0,1
3,3,2,7,4865,0,2,1,1,0
6,5,4,6,4616,0,1,1,1,0
6,5,4,8,1689,1,2,0,1,0
6,5,3,9,4074,2,1,0,1,1
3,2,5,1,5993,0,1,1,1,0
4,2,5,10,1720,3,3,0,0,0
3,2,2,9,4648,0,1,2,1,0
3,1,2,7,5320,0,3,0,0,0
3,2,3,10,5768,0,1,1,0,1
4,1,3,22,1403,1,1,2,0,1
3,3,3,7,5199,4,3,0,0,1
4,4,5,3,5901,0,1,1,1,1
4,5,5,3,1162,0,2,0,1,0
4,4,2,19,1665,1,1,1,0,1
4,3,4,3,3889,1,1,0,0,1
4,4,3,8,5475,3,1,1,0,0
5,4,4,10,4880,3,1,0,1,0
5,5,2,4,5587,2,1,0,1,0
4,3,3,10,2802,2,1,0,0,1
3,2,3,27,1898,0,1,0,1,1
6,3,4,6,1822,0,1,1,0,1
4,3,3,58,2579,2,2,1,1,1
4,4,2,9,3075,0,1,0,1,1
3,2,4,60,2178,1,1,1,1,1
2,3,4,2,4521,3,1,2,0,0
3,4,4,6,4403,0,1,0,1,0
6,5,4,2,1867,1,1,1,1,1
4,2,4,41,1511,0,2,0,0,1
3,1,2,3,4226,0,1,1,1,0
3,5,3,10,2277,4,1,1,0,1
5,3,4,4,5683,0,1,0,0,0
3,5,3,2,4018,4,1,1,0,1
6,2,4,3,1118,4,1,1,1,0
2,2,5,1,1885,4,1,1,0,1
3,2,4,3,4042,0,2,0,0,0
2,3,3,9,4032,0,1,2,1,1
4,5,2,34,2821,3,1,0,0,1
4,2,2,6,2010,1,1,0,0,1
6,2,7,65,3362,3,3,1,0,1
6,5,4,3,1385,0,3,1,1,0
3,5,3,1,1366,1,3,0,0,1
6,4,5,10,4225,0,1,2,0,0
4,5,3,5,1012,0,1,0,0,1
4,4,4,35,1210,4,1,0,0,1
5,4,2,8,4200,2,1,0,0,0
3,3,4,62,1616,0,2,1,0,1
5,5,4,10,5676,3,1,0,0,1
6,3,4,1,4912,0,1,0,1,0
4,3,4,6,4166,2,1,1,1,0
2,1,2,10,4671,2,1,0,1,1
4,4,5,5,4823,3,3,0,1,1
5,1,2,9,4580,3,1,0,1,1
2,3,2,62,3127,2,1,1,0,1
4,3,3,7,4810,0,1,0,0,1
5,4,6,5,2041,4,2,1,0,1
6,2,3,3,2974,2,1,1,0,1
3,3,3,10,5439,1,1,1,1,0
5,3,4,8,4129,0,1,2,1,1
4,1,5,1,1605,4,1,0,1,1
4,1,4,64,3312,3,1,1,0,1
4,5,10,44,3860,0,3,1,0,1
5,4,6,8,1327,4,1,0,0,1
5,2,6,7,5289,2,1,1,0,0
4,2,4,2,5795,1,1,1,0,1
5,1,4,9,4766,2,3,0,0,0
2,5,3,9,4182,3,1,1,0,0
4,1,3,60,1200,2,1,0,0,1
4,3,3,1,5214,1,3,2,0,0
5,5,8,48,2627,0,1,0,0,1
4,3,3,6,5712,0,2,0,0,1
5,4,5,8,4038,1,2,0,1,1
6,3,5,13,3899,1,1,0,1,1
5,4,2,8,5291,0,2,0,0,0
3,1,2,5,4738,1,1,0,0,0
3,1,3,7,5140,3,1,2,1,1
6,1,3,2,5144,0,1,0,0,0
6,5,4,2,1167,0,1,0,1,1
7,3,4,4,1628,0,1,1,1,0
5,4,3,1,5711,1,2,1,0,0
4,5,3,59,3951,1,1,1,1,1
5,1,2,8,5218,0,1,0,0,0
4,4,5,6,1853,4,1,0,1,1
3,2,3,6,5642,0,1,0,1,0
6,5,5,3,4660,1,1,2,0,1
5,5,6,6,1450,2,3,0,1,1
3,3,7,19,2182,2,2,1,1,1
5,5,4,60,1407,0,1,1,1,1
3,5,3,4,5069,0,2,1,1,0
3,4,3,6,4950,0,2,1,1,0
3,4,8,35,3299,4,1,0,0,1
5,2,2,58,1654,4,3,0,1,1
5,2,5,8,1367,0,3,1,1,0
5,3,5,6,1278,0,2,0,0,1
5,5,3,10,5591,2,1,0,1,0
4,1,5,3,1880,0,1,1,0,1
3,3,2,18,1225,4,1,1,1,1
4,2,2,5,4635,0,3,1,1,0
5,2,6,8,5633,1,1,0,1,0
6,3,4,6,1537,0,1,0,0,0
4,4,2,53,3154,0,1,2,1,1
3,2,10,9,4256,2,1,0,0,0
4,2,5,6,1520,0,1,0,1,0
4,3,2,6,4286,0,1,1,1,1
4,2,2,2,5327,0,3,1,1,0
4,2,4,3,4956,0,1,0,0,1
4,5,3,5,4735,3,1,2,1,0
2,5,3,4,4888,0,2,1,0,0
4,5,3,9,5263,2,1,0,1,0
3,2,2,3,4759,0,1,0,0,0
3,1,4,6,5926,4,1,1,0,1
6,5,3,9,5634,0,3,0,1,0
4,4,2,2,4460,0,3,0,1,0
4,4,2,1,4711,0,3,1,0,1
5,4,3,10,4670,3,1,0,0,1
3,3,2,8,5871,0,1,1,0,0
5,5,3,10,5060,4,1,1,0,0
3,5,3,5,4317,0,1,1,1,1
5,1,3,58,3599,4,1,1,0,1
5,3,2,9,4458,0,1,0,1,0
4,3,4,14,1686,4,1,0,1,1
4,4,3,4,4651,3,3,0,0,1
4,1,4,7,5600,4,2,1,0,1
5,5,3,31,2033,0,1,0,0,1
4,3,6,2,1727,0,3,1,1,1
5,5,3,37,1993,0,1,1,0,1
3,2,4,10,4410,0,1,1,0,0
3,3,6,2,4984,0,1,1,1,0
5,3,2,2,5953,2,1,0,0,1
5,2,5,5,1864,4,1,1,0,0
4,1,2,10,5066,2,1,0,0,0
6,1,4,10,1623,1,1,0,1,1
4,4,3,59,1165,3,3,2,0,1
4,4,3,7,4480,3,1,1,0,1
4,2,3,9,4941,3,3,0,0,0
4,4,3,14,1716,0,1,0,0,1
4,2,3,1,5128,2,2,1,0,0
4,1,3,5,5632,2,1,0,0,0
4,5,3,38,2651,1,1,0,0,1
3,4,2,3,4154,2,1,1,0,1
4,3,3,12,3922,0,1,2,1,1
5,5,5,9,5385,2,1,1,1,0
3,3,3,5,5638,1,1,0,1,0
3,1,2,10,5460,0,1,1,1,0
4,2,2,26,2431,0,1,0,0,1
3,5,2,9,4623,3,1,1,1,0
4,2,3,1,4933,1,1,1,0,1
4,3,2,9,5940,3,1,0,1,0
4,4,2,7,4042,0,1,0,1,1
3,1,7,3,4477,3,2,0,0,0
5,4,4,48,1920,3,1,1,1,1
4,4,3,8,4893,3,1,0,0,0
5,2,4,39,1204,1,3,1,1,1
2,1,4,4,4780,2,2,1,0,0
5,2,4,7,4787,0,1,0,0,1
4,1,4,22,2066,1,1,0,1,1
5,1,5,4,1622,3,2,1,1,0
2,3,4,5,5989,0,3,0,0,1
3,5,3,9,4969,1,2,1,0,0
4,4,5,7,5590,2,3,0,0,0
4,1,6,7,1884,4,3,0,0,1
5,1,2,6,4984,4,2,2,1,1
2,4,5,9,1740,1,3,0,1,1
4,1,2,60,2671,2,1,1,0,1
4,4,2,59,1941,0,1,1,1,1
4,4,10,1,4602,2,1,0,0,0
3,2,5,6,1887,4,1,1,0,0
4,5,4,1,4885,4,1,0,0,0
3,3,3,51,3935,4,1,0,0,1
5,3,6,10,1027,2,3,0,1,0
3,3,2,5,5058,3,1,0,1,0
4,4,2,2,4800,1,3,0,1,0
3,2,2,9,4466,2,1,1,1,0
4,2,3,61,1875,2,2,1,1,1
4,5,2,1,4395,3,1,0,1,1
3,3,2,46,3594,0,3,1,1,1
5,2,2,2,5448,4,1,1,0,0
4,4,3,8,5394,1,3,0,0,0
4,5,2,9,5425,0,1,1,0,1
4,1,4,1,4684,0,1,1,0,0
5,4,3,40,3484,4,1,1,1,1
5,5,3,9,5807,0,1,0,0,1
5,5,5,61,1091,2,1,1,0,1
3,5,2,2,4440,1,1,1,1,0
4,3,3,1,5408,1,1,1,0,1
4,2,3,11,1926,1,1,0,0,1
4,2,3,3,5121,0,1,1,1,0
3,2,3,1,5362,4,1,1,1,0
3,3,10,2,5626,0,1,1,1,1
4,4,2,9,5672,4,1,0,0,1
5,3,4,1,5743,2,1,0,1,0
5,5,2,2,5908,2,1,1,1,0
4,3,2,3,1376,0,1,0,0,0
4,5,2,10,5865,1,1,1,1,1
2,2,4,6,5585,0,3,0,1,0
6,5,4,2,1980,0,1,1,0,0
2,2,2,49,1447,1,1,1,0,1
3,5,3,5,4183,3,3,2,1,1
3,3,2,9,4860,0,1,1,1,0
4,3,4,36,1171,4,2,0,1,1
4,4,6,2,1279,3,1,0,1,0
4,5,5,6,1754,4,1,0,0,0
4,1,3,4,3686,0,1,1,0,1
3,1,2,9,5853,2,3,1,0,1
3,3,3,6,5261,3,3,0,0,0
2,3,3,3,4478,3,1,1,1,0
6,1,10,7,4287,0,2,1,1,0
4,1,2,8,3638,0,1,0,1,1
4,4,4,5,5162,1,1,0,1,0
6,1,4,2,1018,0,2,0,0,0
4,1,3,5,4173,1,1,1,0,0
3,3,5,25,3992,2,1,0,1,1
4,1,4,6,5197,2,1,1,1,1
5,2,3,6,4302,0,1,1,0,0
5,1,6,2,1258,0,1,0,1,1
4,3,2,1,5398,2,3,0,1,0
4,5,3,9,5208,1,2,1,0,0
4,2,3,45,2486,2,1,1,1,1
5,2,3,9,4298,0,3,0,1,1
5,4,3,4,5332,3,1,1,0,0
2,3,3,4,4862,4,1,0,0,0
5,2,3,4,4271,0,1,2,1,0
4,1,2,3,5672,0,3,0,1,0
4,3,4,23,2960,3,1,1,1,1
3,3,7,4,5075,4,1,2,0,1
5,2,2,1,4607,2,1,1,1,0
3,4,3,7,5429,3,1,1,0,0
6,2,5,5,1051,3,3,0,0,1
4,2,3,59,1588,2,1,1,1,1
4,3,3,13,1985,2,1,1,1,1
5,2,3,2,4198,2,1,0,1,0
5,1,6,1,1021,1,1,0,1,0
3,5,3,47,3523,3,1,0,0,1
4,5,5,1,1187,1,1,0,0,1
3,3,3,6,4260,1,1,2,0,1
5,1,6,7,4344,3,3,0,0,0
3,4,3,6,3788,3,1,0,1,1
5,3,6,9,5640,4,1,1,0,0
4,3,4,9,5116,4,1,1,1,1
7,3,4,4,1373,1,1,1,0,0
3,4,4,3,1148,0,1,1,0,0
5,3,3,2,5273,0,3,2,1,0
4,5,3,4,1363,1,1,0,0,1
4,3,3,7,4556,3,1,0,0,0
3,2,2,3,4405,2,1,1,0,0
5,1,3,3,4908,3,3,2,1,0
3,1,3,4,4666,1,3,0,0,0
6,3,4,9,1212,0,1,0,0,1
5,2,2,2,4636,0,1,1,1,1
5,5,3,5,4942,0,1,1,1,1
3,1,3,64,2794,4,1,0,0,1
3,2,3,8,5869,1,1,1,1,0
4,2,3,7,5616,0,2,0,0,0
6,4,4,5,1972,0,1,0,0,1
2,1,2,5,5250,1,3,0,1,0
6,2,5,1,4597,2,3,0,0,1
3,3,4,33,1989,0,2,0,0,1
4,3,2,9,1523,1,1,1,0,1
2,4,2,5,5706,2,1,0,0,0
6,5,3,35,2374,1,1,1,0,1
5,4,6,9,1003,0,1,0,0,0
5,4,3,10,4611,0,1,0,0,0
3,3,2,1,5661,2,1,0,1,0
5,2,5,8,4820,0,1,2,0,0
5,5,5,8,1718,2,2,0,1,0
4,2,2,31,2229,3,1,0,0,1
3,4,4,16,2693,0,1,1,0,1
